s,x,y,z_dem,z_ceil,tau,sigma_tau,span,coverage,ghost_frac,class
310.0,1319.577,822.278,244.000,184.221,59.779,0.532,8.59,1.00,0.000,intact
311.0,1318.942,822.516,244.060,183.857,60.203,0.532,8.22,0.99,0.000,intact
312.0,1318.298,822.737,244.060,183.736,60.324,0.532,7.91,0.97,0.000,intact
313.0,1317.644,822.941,244.140,183.358,60.782,0.532,7.71,1.00,0.000,intact
314.0,1316.980,823.128,244.140,183.078,61.062,0.532,7.55,1.00,0.000,intact
315.0,1316.306,823.299,244.130,182.675,61.455,0.532,6.65,1.00,0.000,intact
316.0,1315.619,823.456,244.240,182.266,61.974,0.532,6.42,0.99,0.000,intact
317.0,1314.920,823.598,244.300,181.386,62.914,0.532,6.40,0.99,0.000,intact
318.0,1314.208,823.728,244.340,181.451,62.889,0.532,6.45,0.99,0.000,intact
319.0,1313.482,823.845,244.380,181.237,63.143,0.532,6.54,0.88,0.000,intact
320.0,1312.742,823.950,244.390,180.986,63.404,0.532,6.80,0.96,0.000,intact
321.0,1311.986,824.044,244.430,180.638,63.792,0.532,6.97,0.93,0.000,intact
322.0,1311.213,824.129,244.550,180.365,64.185,0.532,6.85,0.86,0.000,intact
323.0,1310.424,824.204,244.570,180.153,64.417,0.532,6.85,0.88,0.000,intact
324.0,1309.618,824.271,244.700,179.910,64.790,0.532,7.05,0.81,0.000,intact
325.0,1308.793,824.330,244.800,179.596,65.204,0.532,7.27,0.82,0.000,intact
326.0,1307.949,824.383,244.830,179.285,65.545,0.532,7.48,0.88,0.000,intact
327.0,1307.085,824.429,244.980,176.833,68.147,0.532,7.49,0.99,0.000,intact
328.0,1306.200,824.471,245.210,178.211,66.999,0.532,7.36,0.88,0.000,intact
329.0,1305.295,824.508,245.240,177.764,67.476,0.532,7.05,0.93,0.000,intact
330.0,1304.367,824.541,245.260,177.458,67.801,0.532,6.79,0.88,0.000,intact
331.0,1303.416,824.572,245.290,177.171,68.119,0.532,6.42,0.94,0.000,intact
332.0,1302.442,824.601,245.340,176.600,68.740,0.532,6.53,0.82,0.000,intact
333.0,1301.444,824.628,245.380,176.257,69.123,0.532,6.83,0.88,0.000,intact
334.0,1300.421,824.655,245.440,175.765,69.675,0.532,6.64,0.93,0.000,intact
335.0,1299.372,824.683,245.440,174.992,70.448,0.532,6.37,0.89,0.000,intact
336.0,1298.296,824.712,245.480,174.187,71.293,0.532,6.04,0.69,0.000,intact
337.0,1297.194,824.743,245.540,173.930,71.610,0.532,5.81,0.82,0.000,intact
338.0,1296.063,824.778,245.550,172.410,73.140,0.532,3.97,0.97,0.000,intact
